question,type,difficulty,history,retrieved_context,ans_small_openai
"재단법인 광주광역시 광주문화재단의 2024년 플랫폼 유지/보수 지침 문서 중에, 이 문화재단 건물을 청소하기 위해 파견되는 야간 근로 청소 용역 업체 직원들에 대한 심야 택시비 지원 복리후생 액수 산정표가 존재합니까?",D,하,[],"







","해당 정보를 찾을 수 없습니다.

제공된 참고 문서: 없음"
"대검찰청의 아태 사이버범죄 역량강화 허브(APC-HUB) 온라인 교육시스템 고도화 용역 입찰에 참가하는 업체의 개발자들 중, 연간 1회 필수로 받아야 하는 사설 구강 악안면외과 임플란트 치석 제거 건강검진 바우처 단가가 포함되어 지원되나요?",D,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 [참고 문서]"
"즈기요, 남서율대햑교 거기서 한다는 그 스마트 즁보시스템 활썽화(학솨행정 암오화) 용혁 하는데 투입되는 그 예상 금액이 총 얼만교?",E,하,[],"







",[생성 오류: 최대 재시도 초과]
그 서율특별시 여셩가족재단에서 머시냐 그 시스땜 통합하고 지우는 업무 땜에 자원쓰는데 그 자금 에산이 대략적으로 얼말루 잡혀 잇씀니꽈?,E,하,[],"







","해당 정보를 찾을 수 없습니다. 제공된 참고 문서에 서울특별시여성가족재단의 시스템 통합 및 제거(지우는) 업무에 대한 예산·자금 규모 관련 내용이 없습니다.

출처: [참고 문서]"
(사)부산국제영화제가 공고한 BIFF 및 온라인서비스 지원시스템 재개발 용역 건의 투입 예비 자금은 얼마입니까?,A,하,[],"Ⅳ. 제안서 작성
1. 일반사항
46
2. 제안서의 효력
46
3. 주관사업자 선정방식
46
4. 평가항목 및 배점 한도
47
5. 제안서 규격 및 작성요령
50
6. 유의사항
50
 V. 붙임
 
Ⅰ
 사업안내
1. 사업개요
가. 사 업 명 : BIFF&ACFM 온라인서비스 재개발 및 행사지원시스템 공급 사업
나. 기 간 : 계약체결일 ~ 2025. 05. 31.
다. 사업예산 : 243,000,000원(금이억사천삼백만 원) (VAT 포함)
라. 입찰방식 : 제한 경쟁입찰(지역 제한)
마. 계약방법 : 협상에 의한 계약

3. 사업유형 
 1) 부산국제영화제 온라인 서비스 재개발 및 유지관리
 
사업명
작업유형
부산국제영화제 공식 및 패밀리 웹사이트 개편 및 유지보수
신규/재개발/유지보수
부산국제영화제 모바일 앱(iOS, Android) 개편 및 유지보수
재개발/유지보수
관리자 페이지 (게시판, 메뉴빌더 등) 개선
재개발/유지보수
통합업무관리시스템 연계하여 출품, 접수 관련 페이지 제작
재개발/유지보수
채용, 티켓 예매 등 외부 시스템 연동 및 페이지 제작
신규/재개발/유지보수
모바일 디바이스를 통한 실시간 채팅 및 라이브 스트리밍 서비스 도입

7) 웹사이트 관리자 페이지 재개발 및 유지보수 (아티보드, CMS 등)
 8) 뉴스레터 및 각종 미디어 콘텐츠 제작
 9) 상주 파견 용역 (PM급 웹 개발자 1명)
 10) 헬프데스크 공급 (※협의에 따른 신규-재개발, 유지보수 일체)
 
2. 과업의 내용
 가. BIFF 온라인 서비스 재개발 및 유지관리 (공식 및 패밀리 사이트)
 1) 웹 표준, 웹 접근성 UI에 대한 기능 개선으로 사용자 중심의 웹서비스 제공

제 안 요 청 서
BIFF&ACFM 온라인서비스 재개발 및
행사지원시스템 공급 용역
2024. 6.
 
 
 
 
목차
Ⅰ. 사업안내
사업개요
3
사업목표
3
사업유형
4
4. 사업추진계획
5
Ⅱ. 과업안내
과업의 범위
7
2. 과업의 내용
8
3. 과업의 일반사항
22
4. 과업의 개요
23
5. 요구사항 상세
24
Ⅲ. 공모사항
공모 추진 일정
44
2. 입찰참가자격
44
3. 입찰시 고려사항
44
4. 제안서 제출방법 및 제출서류 
44
Ⅳ. 제안서 작성
1. 일반사항
46
2. 제안서의 효력
46
3. 주관사업자 선정방식

공급/재개발/유지보수
웹 개발자(PM급) 파견 용역 (총 1명)
용역파견
 
 
 3) 부산국제영화제 행사지원시스템 공급
 
구분
작업유형
출입관리시스템 모바일 앱(iOS, Android 각 1식) 공급
공급 및 교육
의전 시스템 공급 (모바일 웹 또는 모바일 앱 공급/ 관리자, 사용자)
온라인 스크리닝 시스템 공급 (비디오라이브러리, 심사 시스템 등)
레드카펫 시스템 공급 (입력폼, 출력폼, 서버, 현장투입)
커뮤니티비프 행사지원시스템 공급 (스트리밍, VOD / 채팅 시스템)
4. 사업추진계획
 
기간
구분 내용
2024년",[생성 오류: 최대 재시도 초과]
대한민국 대검찰청에서 사이버범죄 대응 교육망(APC-HUB)을 2차 고도화 수립할 때 책정한 IT 예산 한도선은 어떻게 기록되었나요?,A,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서"
재단법인 광주광역시 광주문화재단의 예술통합플랫폼 시스템을 한 해 동안 온전히 유지 보수하기 위한 사업비는 얼마로 규정되어 있습니까?,A,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
"한국철도공사 소속 기관차(KTX 등)의 운행 로그를 다루는 자동분석 모듈 개량 사업에 있어서, 분석 알고리즘이 예측 정확도를 보장하기 위해 기존의 고장 이력 원본 데이터 '몇 건' 이상의 거대한 데이터셋 검증(Test Set)을 거쳐야 합니까?",A,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 (문서 없음)"
"서울특별시 여성가족재단의 시스템 통합 목표인 디지털성범죄 안심지원센터에서, AI 기반 파트가 유포 동영상을 인터넷 카페 등에 특정해 내면 해당 시스템이 불법 사이트 운영자(웹하드 등)에게 물리적으로 발신하는 '삭제 요청 프로세스의 기술적 절차 단계 체계화'는 어떻게 명시되었나요?",A,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서(없음)"
"부산관광공사의 경영정보시스템 개선 발주비 109,000,000원 안에서, 외부 전문 IT 보안 심사 비용 명목으로 전체 예산의 20%를 선 지급하기로 합니다. 그러고 남은 잔여 예산 중 3분의 1을 사내 기획팀 야근 수당으로 전용 지출한 다음, 남은 최종 금액으로 사내 보안 VPN 라이선스 400개를 대량 일괄 구입한다고 전제합니다. 이때 VPN 1개당 배분되는 단가는 얼마로 책정됩니까?",A,상,[],"







",[생성 오류: 최대 재시도 초과]
"고양도시관리공사 다목적구장 시스템 구축 사업(9,000만 원)과 남서울대학교 학사망 보안 암호화 사업(7,000만 원) 중 할당 자본 수치가 낮은 쪽은 어디인가요?",B,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
"아시아물위원회 우즈벡 시스템 사업(약 50.31억 원) 대비, 한국연구재단의 실태조사 시스템 기능개선(약 1.29억 원)의 배정 금액 격차 차이는 얼마입니까?",B,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서 없음"
"한국보건산업진흥원 의료기기 시스템 비용(5,000만 원)이 대검찰청 온라인 교육시스템 고도화 2차 사업비(3,575만 원)를 액수상으로 상회하고 있습니까?",B,하,[],"







","해당 정보를 찾을 수 없습니다. 제공된 [참고 문서]에 관련 내용이 없습니다.

출처: 제공된 참고 문서 없음"
"(사)부산국제영화제 예매시스템 갱신비(2.43억) 규모와 광주문화재단 통합플랫폼 운영비(약 6,189만 원)의 액수를 모두 병합할 시 계산되는 총합은 어떻게 나오나요?",B,하,[],"3. 사업유형 
 1) 부산국제영화제 온라인 서비스 재개발 및 유지관리
 
사업명
작업유형
부산국제영화제 공식 및 패밀리 웹사이트 개편 및 유지보수
신규/재개발/유지보수
부산국제영화제 모바일 앱(iOS, Android) 개편 및 유지보수
재개발/유지보수
관리자 페이지 (게시판, 메뉴빌더 등) 개선
재개발/유지보수
통합업무관리시스템 연계하여 출품, 접수 관련 페이지 제작
재개발/유지보수
채용, 티켓 예매 등 외부 시스템 연동 및 페이지 제작
신규/재개발/유지보수
모바일 디바이스를 통한 실시간 채팅 및 라이브 스트리밍 서비스 도입

공급/재개발/유지보수
웹 개발자(PM급) 파견 용역 (총 1명)
용역파견
 
 
 3) 부산국제영화제 행사지원시스템 공급
 
구분
작업유형
출입관리시스템 모바일 앱(iOS, Android 각 1식) 공급
공급 및 교육
의전 시스템 공급 (모바일 웹 또는 모바일 앱 공급/ 관리자, 사용자)
온라인 스크리닝 시스템 공급 (비디오라이브러리, 심사 시스템 등)
레드카펫 시스템 공급 (입력폼, 출력폼, 서버, 현장투입)
커뮤니티비프 행사지원시스템 공급 (스트리밍, VOD / 채팅 시스템)
4. 사업추진계획
 
기간
구분 내용
2024년

4. 사업추진계획
 
기간
구분 내용
2024년
2025년
7
8
9
10
11
12
1
2
3
4
5
공통
입찰 및 제안서 평가_업체선정
영화제
커뮤니티비프 리퀘스트시네마 프로그램 모집
영화제
채용 시스템 연계 및 유지보수
마켓
온-오프라인 사전 참가 등록 기간
마켓
온라인 스크리닝 등록 기간
영화제
공식 하반기 웹사이트 기획 및 제작
마켓
ACFM e마켓 사이트 기획 및 제작(특집)
영화제
모바일 앱 기획(Android, iOS 각 1식)
마켓
모바일 앱 기획(Android, iOS 각 1식)
공급
행사지원시스템 기획 및 제작

영화제
ACF SD 접수 페이지 오픈
영화제
APM 접수 페이지 오픈
영화제
ACF PP펀드 접수 페이지 오픈
영화제
AND 다큐멘터리펀드 접수 오픈
공통
웹사이트 각종 페이지 제작
공통
헬프데스크 운영
 ※영화제 및 마켓 구분은 웹사이트 데이터 서버 기준 기술적 이슈로 구분
 ※과업 내용 및 추진 일정은 변경될 수 있음
 
Ⅱ
 과업안내
1. 과업의 범위
 가. 부산국제영화제(BIFF)
 1) BIFF 공식 웹사이트 재개발 및 유지보수
 2) BIFF 공식 웹사이트 상반기(3월 ~ 9월) 접수 페이지 등 개편 및 유지보수

2) BIFF 공식 웹사이트 상반기(3월 ~ 9월) 접수 페이지 등 개편 및 유지보수
 3) BIFF 공식 웹사이트 하반기(9월 ~ 3월) 리뉴얼 및 유지보수
 4) BIFF 패밀리사이트 개편 및 유지보수 (※패밀리사이트 : *.biff.kr 서브도메인 일체)
 5) BIFF 공식 애플리케이션(모바일 앱) 2종 공급(Android, iOS 각1식)
 6) 각종 행사지원시스템 공급 (출입관리시스템, 개-폐막지원시스템, 등) 
 7) 각종 외부 시스템의 시스템 연동 (티켓 시스템, 채용시스템 등)",[생성 오류: 최대 재시도 초과]
"고양도시관리공사 다목적구장 예매망과 부산국제영화제의 행사 예약 포털은 시민들의 예약 트래픽을 처리하는 시스템입니다. 이들 시스템에서 사용자가 좌석이나 날짜를 고르고 신용카드 결제 버튼을 누른 후 PG사 통신 중에 '실수(혹은 에러)로 브라우저 뒤로 가기(Back)'를 누르는 트랜잭션 사고 유발 시, 데이터베이스 레이어에서 결제 중단(Rollback)을 수행해야 할 때 '독점 자원의 시간적 해제 속도' 민감도는 서로 어떻게 분기되나요?",B,중,[],"







",[생성 오류: 최대 재시도 초과]
"대검찰청 사이버범죄 APC-HUB 고도화 사업(사이버안보)과 남서울대학교 암호화 개발 용역(교육정보보안)은 보안이라는 대주제 아래 놓여있습니다. 외부 해커로부터 서버가 침해되었을 시, 이들이 다루는 데이터가 지상(Off-line)의 물리적 일상에서 일으키는 '2차 물리적 보안 리스크 스케일'은 목적형 도메인으로서 어떻게 상반됩니까?",B,중,[],"







",[생성 오류: 최대 재시도 초과]
한국연구재단(UICC) 실태조사 시스템 기능개선(대학 연구 통계 수십만 건)과 광주문화재단 예술통합플랫폼(수백 건의 공연 일정)은 모두 데이터 시각화 메뉴를 다룹니다. 시스템 개선 후 관리자 데시보드에서 '비즈니스 인텔리전스(BI)'를 적용해 차트를 띄울 때 시각화의 목적성이 요구되는 비즈니스 타깃층의 차이는 무엇입니까?,B,중,[],"







",[생성 오류: 최대 재시도 초과]
"코이카 우즈벡 관개 사업비(50.31억), 서울시 여성가족재단 디지털성범죄 체계(3.36억), 부산국제영화제 예매망(2.43억), 한국연구재단 실태조사망(1.29억) 이렇게 4개 인프라에 할당된 전체 프로젝트 투자금을 하나로 총 결산하십시오. 다음으로 이 4개 인프라 중, 코이카 관개망(수문 통신)과 여성가족재단(AI 영상 탐지 및 대용량 트래픽 삭제)은 매 순간 거대 텍스트나 로그를 넘어 '영상 혹은 물리 신호'라는 방대한 '비정형/대용량 트래픽 통신 대역폭(Bandwidth)'을 극단적으로 소모하는 플랫폼이라는 연결점을 가집니다. 양 시스템이 위치한 지형적 한계를 대조하여, 대용량 트래픽 송수신을 위한 5G 및 광케이블 라우터 장애 복구에 따르는 기술적 지체 요인 차이를 통신 인프라 관점에서 비판적으로 논하십시오.",B,상,[],"







",[생성 오류: 최대 재시도 초과]
"남서울대학교가 발주 공고한 스마트 학사행정 암호화 시스템 문서 내규에, 중간고사 기간 동안 철야 공부를 하느라 지친 전산실 근로 장학생들을 위해 지원해 주는 심야 야식 컵라면과 피자 교환권의 지원 배당 단가가 언급되어 있나요?",D,하,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
"대검찰청의 APC-HUB(아태 사이버범죄 역량강화 허브) 온라인 교육시스템 고도화를 수행하는 업체 프로그래머가, 스트레스로 인해 탈모가 발현되었을 시 서초동 인근 모발 이식 센터에서 시술을 받을 수 있게끔 하는 특별 의료지원 특약이 문서에 기술되어 있는가요?",D,중,[],"







","해당 정보를 찾을 수 없습니다.

제공된 [참고 문서]에 APC-HUB 온라인 교육시스템 고도화 사업 관련 특별 의료지원 특약(서초동 인근 모발 이식 센터 시술 등)에 대한 내용이 포함되어 있지 않거나 문서가 제공되지 않아 확인할 수 없습니다.

출처: 제공된 참고 문서 없음"
"아아 글구여 거기 부샨관곽꽁사에서 뭐 경영졍보 시스탬 그거 기능 개선하구 수선한다눈 사업 올린거, 거 글케 하는데 예솬 얼마 정두루 배뎡대갓고 나와쪄요?",E,하,[],"







","해당 정보를 찾을 수 없습니다. 제공된 [참고 문서]에 부산관공사(또는 경영정보시스템 기능개선·수선 사업) 관련 공고나 예산 내역이 없습니다.

출처: [참고 문서]"
"야 근데 거 대껌췰청 얘네가 머할라거 사이뻐범죄 교육 허브망 그 홈페이지 갸편하는데 수천마눤이나 주고 이러케 열심이 판을 다시 까능거져? 걍 기에 있던거 쓰면 대쟌아, 굳이 고도화하눈 가쟝 핵심 이유좀 말해보쑈.",E,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
"(사)벤처기업협회의 ""2024년 벤처확인종합관리시스템 기능 고도화 용역사업""에 배정된 총 소요예산은 부가가치세를 포함하여 얼마입니까?",A,하,[],"2024년 벤처확인종합관리시스템 기능 고도화 용역사업
(복수의결권주식, 스톡옵션, 성과조건부주식) -
제안요청서
2024. 03. 
 
 
 
 
목 차
 1. 추진개요	 - 	 3
 
 2. 추진방안	 - 	 5
 
 3. 추진내용	 - 	 9
 
 4. 제안요청내용	 - 	 24
 
 5. 입찰관련사항	 - 	 78
 
 6. 제안서작성요령	 - 	 82
 7. 별지서식 및 붙임	 - 	 94
 
Ⅰ. 추진개요
 
1
추진배경 및 방향

7. 별지서식 및 붙임	 - 	 94
 
Ⅰ. 추진개요
 
1
추진배경 및 방향
 벤처기업육성에 관한 특별조치법 (이하 ‘벤처기업법’) 복수의결권주식, 스톡옵션(주식매수선택권), 성과조건부주식교부계약(RS) 등의 기능 고도화 및 이관, 신규 구축업무를 과업에서 추진
 (복수의결권주식*) 벤처기업법 제16조의11에 따라 발행된 복수의결권주식 보고 업무처리 시스템 구축
 * 복수의결권이란? 모든 주주는 1주당 하나의 의결권을 갖는 주주평등원칙(상","제공된 문서에서 총 소요예산(부가가치세 포함)에 관한 정보는 해당 문서에서 찾을 수 없습니다.

출처: 2024년 벤처확인종합관리시스템 기능 고도화 용역사업 (복수의결권주식, 스톡옵션, 성과조건부주식) - 제안요청서, 2024. 03."
"(사)벤처기업협회의 ""2024년 벤처확인종합관리시스템 기능 고도화"" 사업에서 시스템의 1차 오픈과 2차 그랜드 오픈(Grand Open)은 각각 언제로 예정되어 있나요?",A,중,[],"2024년 벤처확인종합관리시스템 기능 고도화 용역사업
(복수의결권주식, 스톡옵션, 성과조건부주식) -
제안요청서
2024. 03. 
 
 
 
 
목 차
 1. 추진개요	 - 	 3
 
 2. 추진방안	 - 	 5
 
 3. 추진내용	 - 	 9
 
 4. 제안요청내용	 - 	 24
 
 5. 입찰관련사항	 - 	 78
 
 6. 제안서작성요령	 - 	 82
 7. 별지서식 및 붙임	 - 	 94
 
Ⅰ. 추진개요
 
1
추진배경 및 방향

7. 별지서식 및 붙임	 - 	 94
 
Ⅰ. 추진개요
 
1
추진배경 및 방향
 벤처기업육성에 관한 특별조치법 (이하 ‘벤처기업법’) 복수의결권주식, 스톡옵션(주식매수선택권), 성과조건부주식교부계약(RS) 등의 기능 고도화 및 이관, 신규 구축업무를 과업에서 추진
 (복수의결권주식*) 벤처기업법 제16조의11에 따라 발행된 복수의결권주식 보고 업무처리 시스템 구축
 * 복수의결권이란? 모든 주주는 1주당 하나의 의결권을 갖는 주주평등원칙(상","해당 정보를 찾을 수 없습니다.

출처: 2024년 벤처확인종합관리시스템 기능 고도화 용역사업 (복수의결권주식, 스톡옵션, 성과조건부주식) - 제안요청서 2024. 03."
"2024년에 발주된 ""(사)벤처기업협회 벤처확인종합관리시스템 고도화"", ""(사)부산국제영화제 온라인서비스 재개발"", ""(사)한국대학스포츠협의회 경기기록 관리시스템 개발"" 세 사업의 예산을 비교할 때, 예산 규모가 가장 큰 사업부터 순서대로 나열하고 각각의 사업예산을 작성해 주세요.",B,상,[],"3. 사업유형 
 1) 부산국제영화제 온라인 서비스 재개발 및 유지관리
 
사업명
작업유형
부산국제영화제 공식 및 패밀리 웹사이트 개편 및 유지보수
신규/재개발/유지보수
부산국제영화제 모바일 앱(iOS, Android) 개편 및 유지보수
재개발/유지보수
관리자 페이지 (게시판, 메뉴빌더 등) 개선
재개발/유지보수
통합업무관리시스템 연계하여 출품, 접수 관련 페이지 제작
재개발/유지보수
채용, 티켓 예매 등 외부 시스템 연동 및 페이지 제작
신규/재개발/유지보수
모바일 디바이스를 통한 실시간 채팅 및 라이브 스트리밍 서비스 도입

Ⅳ. 제안서 작성
1. 일반사항
46
2. 제안서의 효력
46
3. 주관사업자 선정방식
46
4. 평가항목 및 배점 한도
47
5. 제안서 규격 및 작성요령
50
6. 유의사항
50
 V. 붙임
 
Ⅰ
 사업안내
1. 사업개요
가. 사 업 명 : BIFF&ACFM 온라인서비스 재개발 및 행사지원시스템 공급 사업
나. 기 간 : 계약체결일 ~ 2025. 05. 31.
다. 사업예산 : 243,000,000원(금이억사천삼백만 원) (VAT 포함)
라. 입찰방식 : 제한 경쟁입찰(지역 제한)
마. 계약방법 : 협상에 의한 계약

4. 사업추진계획
 
기간
구분 내용
2024년
2025년
7
8
9
10
11
12
1
2
3
4
5
공통
입찰 및 제안서 평가_업체선정
영화제
커뮤니티비프 리퀘스트시네마 프로그램 모집
영화제
채용 시스템 연계 및 유지보수
마켓
온-오프라인 사전 참가 등록 기간
마켓
온라인 스크리닝 등록 기간
영화제
공식 하반기 웹사이트 기획 및 제작
마켓
ACFM e마켓 사이트 기획 및 제작(특집)
영화제
모바일 앱 기획(Android, iOS 각 1식)
마켓
모바일 앱 기획(Android, iOS 각 1식)
공급
행사지원시스템 기획 및 제작

공급/재개발/유지보수
웹 개발자(PM급) 파견 용역 (총 1명)
용역파견
 
 
 3) 부산국제영화제 행사지원시스템 공급
 
구분
작업유형
출입관리시스템 모바일 앱(iOS, Android 각 1식) 공급
공급 및 교육
의전 시스템 공급 (모바일 웹 또는 모바일 앱 공급/ 관리자, 사용자)
온라인 스크리닝 시스템 공급 (비디오라이브러리, 심사 시스템 등)
레드카펫 시스템 공급 (입력폼, 출력폼, 서버, 현장투입)
커뮤니티비프 행사지원시스템 공급 (스트리밍, VOD / 채팅 시스템)
4. 사업추진계획
 
기간
구분 내용
2024년

9) Analytics 등 웹사이트 트래킹 시스템 연계하여 페이지 접속량 등 통계-분석 자료 제공
 10) 웹 개발자 및 웹디자이너 각 1명 전문 인력 파견을 통해 영화제 임박기간 발생하는 다양한 변수를 신속하고 안정적으로 해결
 나. ACFM e마켓 온라인서비스 플랫폼 서비스 재개발 및 유지관리
 1) 웹 표준, 웹 접근성 UI에 대한 기능 개선으로 사용자 중심의 웹서비스 제공
 2) ACFM 상시 운영 웹사이트에 대하여 부산국제영화제 패밀리 사이트 룩을 적용하여 디자인 리뉴얼을 통해 통일성과 신뢰성 제고",[생성 오류: 최대 재시도 초과]
"""(사)부산국제영화제 2024년 온라인서비스 재개발 및 행사지원시스템 공급"" 사업을 전담할 주관사업자 선정과 관련하여, 제안서 기술평가위원들의 개인 연락처 및 기피 소속 부서 명단은 제안요청서의 어느 항목에서 확인할 수 있습니까?",D,상,[],"제 안 요 청 서
BIFF&ACFM 온라인서비스 재개발 및
행사지원시스템 공급 용역
2024. 6.
 
 
 
 
목차
Ⅰ. 사업안내
사업개요
3
사업목표
3
사업유형
4
4. 사업추진계획
5
Ⅱ. 과업안내
과업의 범위
7
2. 과업의 내용
8
3. 과업의 일반사항
22
4. 과업의 개요
23
5. 요구사항 상세
24
Ⅲ. 공모사항
공모 추진 일정
44
2. 입찰참가자격
44
3. 입찰시 고려사항
44
4. 제안서 제출방법 및 제출서류 
44
Ⅳ. 제안서 작성
1. 일반사항
46
2. 제안서의 효력
46
3. 주관사업자 선정방식

Ⅳ. 제안서 작성
1. 일반사항
46
2. 제안서의 효력
46
3. 주관사업자 선정방식
46
4. 평가항목 및 배점 한도
47
5. 제안서 규격 및 작성요령
50
6. 유의사항
50
 V. 붙임
 
Ⅰ
 사업안내
1. 사업개요
가. 사 업 명 : BIFF&ACFM 온라인서비스 재개발 및 행사지원시스템 공급 사업
나. 기 간 : 계약체결일 ~ 2025. 05. 31.
다. 사업예산 : 243,000,000원(금이억사천삼백만 원) (VAT 포함)
라. 입찰방식 : 제한 경쟁입찰(지역 제한)
마. 계약방법 : 협상에 의한 계약

4. 사업추진계획
 
기간
구분 내용
2024년
2025년
7
8
9
10
11
12
1
2
3
4
5
공통
입찰 및 제안서 평가_업체선정
영화제
커뮤니티비프 리퀘스트시네마 프로그램 모집
영화제
채용 시스템 연계 및 유지보수
마켓
온-오프라인 사전 참가 등록 기간
마켓
온라인 스크리닝 등록 기간
영화제
공식 하반기 웹사이트 기획 및 제작
마켓
ACFM e마켓 사이트 기획 및 제작(특집)
영화제
모바일 앱 기획(Android, iOS 각 1식)
마켓
모바일 앱 기획(Android, iOS 각 1식)
공급
행사지원시스템 기획 및 제작

공급/재개발/유지보수
웹 개발자(PM급) 파견 용역 (총 1명)
용역파견
 
 
 3) 부산국제영화제 행사지원시스템 공급
 
구분
작업유형
출입관리시스템 모바일 앱(iOS, Android 각 1식) 공급
공급 및 교육
의전 시스템 공급 (모바일 웹 또는 모바일 앱 공급/ 관리자, 사용자)
온라인 스크리닝 시스템 공급 (비디오라이브러리, 심사 시스템 등)
레드카펫 시스템 공급 (입력폼, 출력폼, 서버, 현장투입)
커뮤니티비프 행사지원시스템 공급 (스트리밍, VOD / 채팅 시스템)
4. 사업추진계획
 
기간
구분 내용
2024년

3. 사업유형 
 1) 부산국제영화제 온라인 서비스 재개발 및 유지관리
 
사업명
작업유형
부산국제영화제 공식 및 패밀리 웹사이트 개편 및 유지보수
신규/재개발/유지보수
부산국제영화제 모바일 앱(iOS, Android) 개편 및 유지보수
재개발/유지보수
관리자 페이지 (게시판, 메뉴빌더 등) 개선
재개발/유지보수
통합업무관리시스템 연계하여 출품, 접수 관련 페이지 제작
재개발/유지보수
채용, 티켓 예매 등 외부 시스템 연동 및 페이지 제작
신규/재개발/유지보수
모바일 디바이스를 통한 실시간 채팅 및 라이브 스트리밍 서비스 도입",[생성 오류: 최대 재시도 초과]
"(사)항쿡대학슈포츠혀비회에셔 추찐하는 ""KUSF 체특쟈 기룩 관뤼시스탬 기발"" 사압의 쳬종 걔약 만료일(종료일)은 언재까쥐 입니가?",E,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: [참고 문서]"
"(재)예술경영지원센터에서 발주한 ""통합 정보시스템 구축 사전 컨설팅"" 사업의 총 예산은 얼마로 책정되어 있습니까?",A,하,[],"사업기간 : 계약체결일로부터 ~ 2024년 11월 29일
 사업예산 : 50,000,000(금 오천만원/VAT포함)
 사업추진방식 : 제한경쟁입찰(협상에 의한 계약)
 
2
 추진목적
 ㅇ 미술진흥법 제23조에 의거 통합미술정보시스템 구축‧운영
 ㅇ 통합미술정보시스템으로의 시스템 개편 및 고도화 전략 수립을 위한 기반 마련 필요성 대두 
 ㅇ 이용자 기반의 통합미술정보시스템 구축 방향 수립을 위한 사전 분석
 
3
 사업내용
 ㅇ 환경 및 현황분석
 ㅇ 통합미술정보시스템 구축 데이터 분석 및 설계

제 안 요 청 서
 
사 업 명
 통합 정보시스템 구축 사전 컨설팅
주관기관
재단법인 예술경영지원센터
2024년 04월
 
 
구 분
소 속
전화번호
 이메일
입찰관련
경영지원팀
02-708-2212
ksj37@gokams.or.kr
사업관련
(한국 미술시장 정보시스템)
시각정보팀
02-2098-2946
shwan@gokams.or.kr
 
 Ⅰ. 사업개요
 
 
1
 사업일반
 사 업 명 : 통합 정보시스템 구축 사전 컨설팅
 사업기간 : 계약체결일로부터 ~ 2024년 11월 29일

서버, HW, SW, NW
대외비
 ㅇ 하드웨어 구성 목록
 
구분
항목
사양
가상화 호스팅
서버
 대외비
 ㅇ 소프트웨어 구성 목록
 
운영체제
WEB
WAS
DBMS
 대외비
 시스템 운영 솔루션
 
솔루션 명
주요기능
제조사 정보
Oracle
DBMS
오라클
NICE 실명인증
실명, 기업인증
NICE정보통신
WebtoB/Jeus
WEB/WAS
티맥스소프트
계
 
 Ⅲ. 사업 추진계획
 
1
 추진체계
 추진체계도	- - 	
 
사업 주최 : 문화체육관광부
사업 주관 : 재단법인 예술경영지원센터

Ⅳ. 제안요청내용
 
1
사업추진 내용
 환경 및 현황분석
 ㅇ 내‧외부 환경, 관련 법령, 정보기술 등 대내-외 환경 분석
 - 미술진흥법을 비롯한 관련 정부 정책 및 법‧제도 분석을 통해 사업에 영향을 미칠 수 있는 요구사항 도출
 - 통합정보시스템 구축과 연관된 최신 기술 사례 및 적용 기술 분석
 - 현행 한국미술정보시스템 운영 현황분석 및 개선과제 도출
 - 관계자, 일반인 등을 대상으로 한 정보 수요조사 수행
ㅇ 한국미술시장정보시스템 이용자 조사
 - 현재 한국미술시장정보시스템 이용자 조사 및 유형 분류

사업 주최 : 문화체육관광부
사업 주관 : 재단법인 예술경영지원센터
협조부서 : (재)예술경영지원센터 경영지원팀
 
주관부서 : 
(재)예술경영지원센터
시각예술본부 시각정보팀
사업 자문 : 
외부 전문가 그룹
연구팀
 추진 주체별 역할
 
구 분
 주요 업무 내용
사업 주최 / 주관 / 발주
사업총괄 관리 및 시행
사업계획서, 제안요청서 작성 및 주관사업자 선정
과제수행 관리 및 검사, 결과 평가
협조부서
업체 선정 및 계약 진행
계약 관련 업무 진행 및 협조
사업자문
미술시장 자문
연구팀
사업이행 추진",[생성 오류: 최대 재시도 초과]
"2025 구미 아시아육상경기선수권대회의 ""종합정보시스템 및 홈페이지 등 구축 용역"" 사업의 계약 종료일(사업기간)은 언제입니까?",A,중,[],"







","해당 정보를 찾을 수 없습니다.

출처: 제공된 참고 문서"
